D:\Data\Install\2023-11-16\20231116-085401_La scala day--ESp_Cayman_iXPS-ESp_Cayman--1_1-Detector_Region.vms
Survey
	Characteristic Energy eV	1486.7	Acquisition Time s	0.1	Step Size eV	0.344322	No Steps	4096



KE_Survey	BE_Survey	Background_Survey
1147.56	339.143	28701.9
1147.9	338.799	28212.7
1148.25	338.454	28639.6
1148.59	338.11	28611.3
1148.93	337.766	28392.3
1149.28	337.421	28476.4
1149.62	337.077	28387.1
1149.97	336.733	28118.8
1150.31	336.388	27864.6
1150.66	336.044	29265.6
1151	335.7	28669.3
1151.34	335.355	27382.7
1151.69	335.011	27647.2
1152.03	334.667	28030
1152.38	334.322	28555.4
1152.72	333.978	28667.1
1153.07	333.634	28197.1
1153.41	333.289	28090.5
1153.75	332.945	27861.2
1154.1	332.601	27318.8
1154.44	332.256	27402.9
1154.79	331.912	26106.1
1155.13	331.568	26740.3
1155.48	331.223	26918.2
1155.82	330.879	27563.8
1156.17	330.535	27094.9
1156.51	330.19	26724.9
1156.85	329.846	26750.6
1157.2	329.502	27132.2
1157.54	329.158	26726.3
1157.89	328.813	26508
1158.23	328.469	26799.7
1158.58	328.125	26957.5
1158.92	327.78	26899.8
1159.26	327.436	26489.6
1159.61	327.092	26825.5
1159.95	326.747	27440.6
1160.3	326.403	26855.9
1160.64	326.059	27842.9
1160.99	325.714	27593.8
1161.33	325.37	28322.7
1161.67	325.026	28847.3
1162.02	324.681	28548.8
1162.36	324.337	28455.8
1162.71	323.993	30243.1
1163.05	323.648	29775.9
1163.4	323.304	30179.2
1163.74	322.96	31044.8
1164.08	322.615	32560.8
1164.43	322.271	32787.5
1164.77	321.927	33865.7
1165.12	321.582	35076.4
1165.46	321.238	35119.4
1165.81	320.894	35245.8
1166.15	320.549	36940.8
1166.49	320.205	37905.3
1166.84	319.861	37533.2
1167.18	319.516	38127.3
1167.53	319.172	37664.6
1167.87	318.828	38529.6
1168.22	318.484	38958
1168.56	318.139	38847.7
1168.91	317.795	40626.1
1169.25	317.451	39723.6
1169.59	317.106	41093.3
1169.94	316.762	42607.1
1170.28	316.418	44184.1
1170.63	316.073	45688.4
1170.97	315.729	46774.4
1171.32	315.385	48213.9
1171.66	315.04	49524
1172	314.696	51141.4
1172.35	314.352	53564
1172.69	314.007	55467
1173.04	313.663	60907.8
1173.38	313.319	68203
1173.73	312.974	80256.9
1174.07	312.63	103340
1174.41	312.286	143908
1174.76	311.941	175373
1175.1	311.597	140168
1175.45	311.253	83977.2
1175.79	310.908	54730.6
1176.14	310.564	42593.8
1176.48	310.22	38301.2
1176.82	309.875	37735.6
1177.17	309.531	39238.8
1177.51	309.187	42978
1177.86	308.842	50094.4
1178.2	308.498	60782.1
1178.55	308.154	82175
1178.89	307.81	128938
1179.23	307.465	237476
1179.58	307.121	298075
1179.92	306.777	147560
1180.27	306.432	53544
1180.61	306.088	16148.8
1180.96	305.744	8495.77
1181.3	305.399	6623.46
1181.65	305.055	5817.22
1181.99	304.711	5152.34
1182.33	304.366	5028.7
1182.68	304.022	4205.03
1183.02	303.678	4455.23
1183.37	303.333	4172.32
1183.71	302.989	3815.63
1184.06	302.645	4052.12
1184.4	302.3	3706.8
1184.74	301.956	3758.81
1185.09	301.612	3841.99
1185.43	301.267	3721.78
1185.78	300.923	4047.79
1186.12	300.579	4230.77
1186.47	300.234	3629.11
1186.81	299.89	3544.65
1187.15	299.546	3586.83
1187.5	299.201	3606.89
1187.84	298.857	3382.4
1188.19	298.513	3559.23
1188.53	298.168	3589.75
1188.88	297.824	3215.35
1189.22	297.48	3470.04
1189.56	297.136	3285.78
1189.91	296.791	3213.5
1190.25	296.447	3362.36
1190.6	296.103	3430.14
1190.94	295.758	3460.92
1191.29	295.414	3376.75
1191.63	295.07	3625.29
1191.97	294.725	3418.22
1192.32	294.381	3352.12
1192.66	294.037	3306.77
1193.01	293.692	3474.7
1193.35	293.348	3128.46
1193.7	293.004	3367.4
1194.04	292.659	3244.67
1194.38	292.315	3239.84
1194.73	291.971	3571.39
1195.07	291.626	3351.03
1195.42	291.282	3416.4
1195.76	290.938	3560.01
1196.11	290.593	3542.35
1196.45	290.249	3511.68
1196.8	289.905	3762.62
1197.14	289.56	3511.48
1197.48	289.216	3460.8
1197.83	288.872	3372.43
1198.17	288.527	3348.17
1198.52	288.183	3301.23
1198.86	287.839	3594.24
1199.21	287.495	3715.68
1199.55	287.15	3638.72
1199.89	286.806	3434.43
1200.24	286.462	3271.48
1200.58	286.117	3461.16
1200.93	285.773	3491.06
1201.27	285.429	3097.1
1201.62	285.084	3677.59
1201.96	284.74	3736.61
1202.3	284.396	3774.33
1202.65	284.051	3444.86
1202.99	283.707	3672.44
1203.34	283.363	3867.99
1203.68	283.018	3537.76
1204.03	282.674	3698.03
1204.37	282.33	3371.08
1204.71	281.985	3295.99
1205.06	281.641	3668.43
1205.4	281.297	3682.21
1205.75	280.952	3499.23
1206.09	280.608	3708.39
1206.44	280.264	3506.77
1206.78	279.919	3636.46
1207.12	279.575	3521.04
1207.47	279.231	3468.01
1207.81	278.886	3368.46
1208.16	278.542	3560.49
1208.5	278.198	3674.07
1208.85	277.853	3502.96
1209.19	277.509	3481.11
1209.54	277.165	3655.67
1209.88	276.821	3554.71
1210.22	276.476	3212.11
1210.57	276.132	3537.97
1210.91	275.788	3680.02
1211.26	275.443	3646.72
1211.6	275.099	3660.22
1211.95	274.755	3692.01
1212.29	274.41	3583.21
1212.63	274.066	3857
1212.98	273.722	3528.09
1213.32	273.377	3548.82
1213.67	273.033	3642.43
1214.01	272.689	3625.48
1214.36	272.344	3540.44
1214.7	272	3531.63
1215.04	271.656	3436.99
1215.39	271.311	3652.06
1215.73	270.967	3777.35
1216.08	270.623	3394.19
1216.42	270.278	3506.95
1216.77	269.934	3793.67
1217.11	269.59	3618.6
1217.45	269.245	3488.98
1217.8	268.901	3502.54
1218.14	268.557	3788.63
1218.49	268.212	3512.39
1218.83	267.868	3684.35
1219.18	267.524	3479.93
1219.52	267.179	3393.47
1219.86	266.835	3811.17
1220.21	266.491	3534.61
1220.55	266.147	3679.16
1220.9	265.802	3625.31
1221.24	265.458	3808.06
1221.59	265.114	3705.4
1221.93	264.769	3613.94
1222.28	264.425	3552.44
1222.62	264.081	3720.6
1222.96	263.736	3534.32
1223.31	263.392	3732.58
1223.65	263.048	3562.71
1224	262.703	3438.75
1224.34	262.359	3899.57
1224.69	262.015	3571.91
1225.03	261.67	3760.83
1225.37	261.326	3853.23
1225.72	260.982	3586.86
1226.06	260.637	3445.61
1226.41	260.293	3583.58
1226.75	259.949	3646.27
1227.1	259.604	3506.96
1227.44	259.26	3760.48
1227.78	258.916	3727.3
1228.13	258.571	3551.04
1228.47	258.227	3647.31
1228.82	257.883	3522.04
1229.16	257.538	3813.99
1229.51	257.194	3758.25
1229.85	256.85	3603.17
1230.19	256.505	3724.66
1230.54	256.161	3757.56
1230.88	255.817	3524.96
1231.23	255.473	3762.19
1231.57	255.128	3721.13
1231.92	254.784	3687.73
1232.26	254.44	3713.61
1232.6	254.095	3520.84
1232.95	253.751	3556.02
1233.29	253.407	3704.89
1233.64	253.062	3826.21
1233.98	252.718	4145.31
1234.33	252.374	3938.71
1234.67	252.029	3793.22
1235.02	251.685	3765.54
1235.36	251.341	3551.21
1235.7	250.996	3812.65
1236.05	250.652	3739.57
1236.39	250.308	3694.37
1236.74	249.963	3861.51
1237.08	249.619	3917.35
1237.43	249.275	3828.88
1237.77	248.93	4123.09
1238.11	248.586	3814.52
1238.46	248.242	3580.61
1238.8	247.897	3905.77
1239.15	247.553	4043.27
1239.49	247.209	4107.12
1239.84	246.864	3690.97
1240.18	246.52	3890.17
1240.52	246.176	4121.48
1240.87	245.832	3668.92
1241.21	245.487	3549.87
1241.56	245.143	3937.09
1241.9	244.799	3528.25
1242.25	244.454	4062.05
1242.59	244.11	4207.4
1242.93	243.766	3901.74
1243.28	243.421	4096.32
1243.62	243.077	3821.94
1243.97	242.733	3937.7
1244.31	242.388	3761.43
1244.66	242.044	3767.93
1245	241.7	3870.77
1245.34	241.355	3968.09
1245.69	241.011	4009.55
1246.03	240.667	3849.35
1246.38	240.322	3750.37
1246.72	239.978	4067.29
1247.07	239.634	3838.31
1247.41	239.289	4047.12
1247.75	238.945	3934.95
1248.1	238.601	3752.94
1248.44	238.256	3828.77
1248.79	237.912	4064.62
1249.13	237.568	3777.28
1249.48	237.223	4111.6
1249.82	236.879	4269.39
1250.17	236.535	4158.65
1250.51	236.19	4324.84
1250.85	235.846	4025.33
1251.2	235.502	3965.61
1251.54	235.158	3779.98
1251.89	234.813	4013.37
1252.23	234.469	3943.18
1252.58	234.125	3750.59
1252.92	233.78	3789.79
1253.26	233.436	3997.74
1253.61	233.092	3802.05
1253.95	232.747	3796.39
1254.3	232.403	3878.04
1254.64	232.059	3689.59
1254.99	231.714	3995.42
1255.33	231.37	3858.99
1255.67	231.026	4006.45
1256.02	230.681	3977.1
1256.36	230.337	3997.89
1256.71	229.993	3976.45
1257.05	229.648	3985.99
1257.4	229.304	3823.03
1257.74	228.96	3872.55
1258.08	228.615	4255.94
1258.43	228.271	4075.15
1258.77	227.927	4228.7
1259.12	227.582	3836.76
1259.46	227.238	4144.61
1259.81	226.894	4173.06
1260.15	226.549	4045.56
1260.49	226.205	4031.63
1260.84	225.861	3783.91
1261.18	225.516	4168.32
1261.53	225.172	3977.98
1261.87	224.828	4210.94
1262.22	224.484	4125.25
1262.56	224.139	4170.15
1262.91	223.795	3796.63
1263.25	223.451	4237.67
1263.59	223.106	4079.55
1263.94	222.762	4095.88
1264.28	222.418	3811.86
1264.63	222.073	4030.3
1264.97	221.729	4007.67
1265.32	221.385	4248.03
1265.66	221.04	4292.39
1266	220.696	4114.37
1266.35	220.352	4159.74
1266.69	220.007	3808.41
1267.04	219.663	4117.13
1267.38	219.319	4251.39
1267.73	218.974	3955.6
1268.07	218.63	3715.66
1268.41	218.286	3840.68
1268.76	217.941	3817.08
1269.1	217.597	4425.63
1269.45	217.253	4309.87
1269.79	216.908	4145.35
1270.14	216.564	4058.69
1270.48	216.22	4160.94
1270.82	215.875	4317.73
1271.17	215.531	4180.51
1271.51	215.187	4353.53
1271.86	214.842	4124.41
1272.2	214.498	3938.78
1272.55	214.154	4276.96
1272.89	213.81	3968.46
1273.23	213.465	4096.8
1273.58	213.121	4066.3
1273.92	212.777	3967.68
1274.27	212.432	3987.04
1274.61	212.088	4139.88
1274.96	211.744	4183.3
1275.3	211.399	4428.91
1275.65	211.055	4134.2
1275.99	210.711	4284.3
1276.33	210.366	4464
1276.68	210.022	4463.07
1277.02	209.678	4287.2
1277.37	209.333	4033.86
1277.71	208.989	4254.16
1278.06	208.645	4297.09
1278.4	208.3	4379.15
1278.74	207.956	4177.06
1279.09	207.612	4472.78
1279.43	207.267	4305.35
1279.78	206.923	4243.17
1280.12	206.579	4247.4
1280.47	206.234	4334.38
1280.81	205.89	4478.95
1281.15	205.546	4484.16
1281.5	205.201	4180.52
1281.84	204.857	4561.11
1282.19	204.513	4362.54
1282.53	204.168	4369.63
1282.88	203.824	4459.75
1283.22	203.48	4359.59
1283.56	203.136	4113.07
1283.91	202.791	4380.09
1284.25	202.447	4514.26
1284.6	202.103	4236.66
1284.94	201.758	4259
1285.29	201.414	4167.85
1285.63	201.07	4264.89
1285.97	200.725	4701.15
1286.32	200.381	4375.64
1286.66	200.037	4395.08
1287.01	199.692	4375.12
1287.35	199.348	4473.3
1287.7	199.004	4428.29
1288.04	198.659	4331.17
1288.38	198.315	4347.93
1288.73	197.971	4297.29
1289.07	197.626	4249.8
1289.42	197.282	4507.53
1289.76	196.938	4426.28
1290.11	196.593	4478.74
1290.45	196.249	4140.46
1290.8	195.905	4538.68
1291.14	195.56	4541.03
1291.48	195.216	4581.66
1291.83	194.872	4595.07
1292.17	194.527	4439.24
1292.52	194.183	4295.83
1292.86	193.839	4520.08
1293.21	193.495	4657.44
1293.55	193.15	4540.64
1293.89	192.806	4534.64
1294.24	192.462	4623
1294.58	192.117	4479.55
1294.93	191.773	4527.09
1295.27	191.429	4661.92
1295.62	191.084	4477.41
1295.96	190.74	4640.87
1296.3	190.396	4678.45
1296.65	190.051	4463.29
1296.99	189.707	4714.95
1297.34	189.363	5128.52
1297.68	189.018	4545.26
1298.03	188.674	4211.98
1298.37	188.33	4426.27
1298.71	187.985	4536.58
1299.06	187.641	4279.83
1299.4	187.297	4611.43
1299.75	186.952	4802.36
1300.09	186.608	4573.53
1300.44	186.264	4307.15
1300.78	185.919	4464.31
1301.12	185.575	4194.02
1301.47	185.231	4761.81
1301.81	184.886	4618.71
1302.16	184.542	4630.92
1302.5	184.198	4344.48
1302.85	183.853	4470.98
1303.19	183.509	4652.91
1303.54	183.165	4695.45
1303.88	182.821	4721.21
1304.22	182.476	4479.96
1304.57	182.132	4618.04
1304.91	181.788	4530.77
1305.26	181.443	4802.78
1305.6	181.099	4721.63
1305.95	180.755	4457.69
1306.29	180.41	4730.81
1306.63	180.066	4590.49
1306.98	179.722	4874.19
1307.32	179.377	4775.43
1307.67	179.033	4672.97
1308.01	178.689	4679.91
1308.36	178.344	4754.14
1308.7	178	4679.74
1309.04	177.656	4527.36
1309.39	177.311	4511.15
1309.73	176.967	4595.28
1310.08	176.623	4656.08
1310.42	176.278	4782.59
1310.77	175.934	4961.92
1311.11	175.59	4880.58
1311.45	175.245	4766.25
1311.8	174.901	4979.2
1312.14	174.557	4738.09
1312.49	174.212	4617.12
1312.83	173.868	4577.21
1313.18	173.524	4521.47
1313.52	173.179	4760.47
1313.86	172.835	4849.95
1314.21	172.491	5013.96
1314.55	172.147	4492.39
1314.9	171.802	4564.94
1315.24	171.458	4824.93
1315.59	171.114	5073.93
1315.93	170.769	4972.8
1316.28	170.425	4791.66
1316.62	170.081	4712.21
1316.96	169.736	4929.96
1317.31	169.392	5162.56
1317.65	169.048	4919.88
1318	168.703	5028.27
1318.34	168.359	4779.04
1318.69	168.015	4758.25
1319.03	167.67	4514.94
1319.37	167.326	4735.44
1319.72	166.982	4795.1
1320.06	166.637	4688.95
1320.41	166.293	4999.24
1320.75	165.949	5006.38
1321.1	165.604	4634.18
1321.44	165.26	4736.01
1321.78	164.916	4598.31
1322.13	164.571	4922.08
1322.47	164.227	5122.89
1322.82	163.883	4889.78
1323.16	163.538	4751.59
1323.51	163.194	5203.08
1323.85	162.85	4935.49
1324.19	162.505	4891.16
1324.54	162.161	4923.62
1324.88	161.817	5133.2
1325.23	161.473	5100.62
1325.57	161.128	4950.75
1325.92	160.784	4785.12
1326.26	160.44	5214.81
1326.6	160.095	5278.19
1326.95	159.751	4697.99
1327.29	159.407	4762.17
1327.64	159.062	4984.01
1327.98	158.718	5082.62
1328.33	158.374	4722.99
1328.67	158.029	4792.62
1329.02	157.685	4818.16
1329.36	157.341	5091.99
1329.7	156.996	5199.21
1330.05	156.652	5099.54
1330.39	156.308	5063.8
1330.74	155.963	4855.34
1331.08	155.619	4983.63
1331.43	155.275	5024.21
1331.77	154.93	4951.89
1332.11	154.586	5099.57
1332.46	154.242	5199.38
1332.8	153.897	5343.55
1333.15	153.553	4941.35
1333.49	153.209	4776.49
1333.84	152.864	5222.52
1334.18	152.52	4925.87
1334.52	152.176	5129.81
1334.87	151.832	5176.62
1335.21	151.487	4860.25
1335.56	151.143	5037.81
1335.9	150.799	5170.25
1336.25	150.454	5190.43
1336.59	150.11	5036.11
1336.93	149.766	5060.55
1337.28	149.421	4969.77
1337.62	149.077	5192.88
1337.97	148.733	5146.64
1338.31	148.388	5205.34
1338.66	148.044	5078.77
1339	147.7	5317.94
1339.34	147.355	4879.62
1339.69	147.011	5435.81
1340.03	146.667	5216.57
1340.38	146.322	5161.06
1340.72	145.978	5098.44
1341.07	145.634	4848.84
1341.41	145.289	4991.5
1341.75	144.945	5198.17
1342.1	144.601	5660.07
1342.44	144.256	5247.16
1342.79	143.912	5281
1343.13	143.568	5347.2
1343.48	143.223	5407.65
1343.82	142.879	5527.69
1344.17	142.535	5290.09
1344.51	142.19	5696.27
1344.85	141.846	5282.85
1345.2	141.502	5407.27
1345.54	141.158	4859.42
1345.89	140.813	5443.18
1346.23	140.469	5189.11
1346.58	140.125	5102.44
1346.92	139.78	5300.81
1347.26	139.436	5360.23
1347.61	139.092	5283.66
1347.95	138.747	5146.6
1348.3	138.403	5312.57
1348.64	138.059	5320.4
1348.99	137.714	5403.43
1349.33	137.37	4986.99
1349.67	137.026	5188.45
1350.02	136.681	5270.32
1350.36	136.337	5589.83
1350.71	135.993	5462.76
1351.05	135.648	5307.9
1351.4	135.304	5341.4
1351.74	134.96	5385.79
1352.08	134.615	5692.78
1352.43	134.271	5037.76
1352.77	133.927	5403.29
1353.12	133.582	5223.13
1353.46	133.238	5400.7
1353.81	132.894	5308.16
1354.15	132.549	5465.47
1354.49	132.205	5317.07
1354.84	131.861	5438.28
1355.18	131.516	5489.56
1355.53	131.172	5487.34
1355.87	130.828	5075.03
1356.22	130.484	5427.37
1356.56	130.139	5773.52
1356.91	129.795	5314.92
1357.25	129.451	5061.26
1357.59	129.106	5323.53
1357.94	128.762	5350.69
1358.28	128.418	5045.86
1358.63	128.073	5438.88
1358.97	127.729	5266.85
1359.32	127.385	5773.31
1359.66	127.04	5457.46
1360	126.696	5378.93
1360.35	126.352	5575.38
1360.69	126.007	5827.53
1361.04	125.663	5339.4
1361.38	125.319	5603.21
1361.73	124.974	5442.5
1362.07	124.63	5667.25
1362.41	124.286	5523.66
1362.76	123.941	5217.92
1363.1	123.597	5271.88
1363.45	123.253	5760.98
1363.79	122.908	5722.33
1364.14	122.564	5694.5
1364.48	122.22	5550.85
1364.82	121.875	5662.48
1365.17	121.531	5565.18
1365.51	121.187	5688.38
1365.86	120.842	5917.97
1366.2	120.498	5893.95
1366.55	120.154	5836.13
1366.89	119.81	5972.51
1367.23	119.465	5873.56
1367.58	119.121	6175.08
1367.92	118.777	6200.81
1368.27	118.432	6013.54
1368.61	118.088	5995.83
1368.96	117.744	5994.09
1369.3	117.399	6054.15
1369.65	117.055	5962.91
1369.99	116.711	6196.83
1370.33	116.366	5835.42
1370.68	116.022	5867.27
1371.02	115.678	6166.66
1371.37	115.333	5884.06
1371.71	114.989	5863.8
1372.06	114.645	5855.88
1372.4	114.3	6160.42
1372.74	113.956	6310.68
1373.09	113.612	5985.04
1373.43	113.267	5961.16
1373.78	112.923	6005.12
1374.12	112.579	6175.08
1374.47	112.234	5930.91
1374.81	111.89	6179.2
1375.15	111.546	5992.59
1375.5	111.201	5686.39
1375.84	110.857	6266.12
1376.19	110.513	6106.34
1376.53	110.168	6076.89
1376.88	109.824	6126.99
1377.22	109.48	5976.92
1377.56	109.136	6099
1377.91	108.791	5879.85
1378.25	108.447	6244.49
1378.6	108.103	6087.66
1378.94	107.758	6065.43
1379.29	107.414	6105.73
1379.63	107.07	6060.91
1379.97	106.725	6011.21
1380.32	106.381	5952.3
1380.66	106.037	5979.47
1381.01	105.692	5986.1
1381.35	105.348	5631.83
1381.7	105.004	5456.23
1382.04	104.659	5967.34
1382.38	104.315	5949.11
1382.73	103.971	6038.08
1383.07	103.626	6355.35
1383.42	103.282	6023.72
1383.76	102.938	5905.01
1384.11	102.593	5786.88
1384.45	102.249	5858.56
1384.8	101.905	6040.77
1385.14	101.56	5780.19
1385.48	101.216	5713.63
1385.83	100.872	5766.09
1386.17	100.527	5707.82
1386.52	100.183	5708.39
1386.86	99.8388	6327.95
1387.21	99.4945	6156.31
1387.55	99.1502	5577.11
1387.89	98.8059	6124.11
1388.24	98.4615	5979.22
1388.58	98.1172	5918.66
1388.93	97.7729	5656.18
1389.27	97.4286	5692.99
1389.62	97.0842	5974.5
1389.96	96.7399	5745.59
1390.3	96.3956	5994.61
1390.65	96.0513	5971.26
1390.99	95.707	6114.69
1391.34	95.3626	5660.25
1391.68	95.0183	6026.93
1392.03	94.674	6101.95
1392.37	94.3297	6277.44
1392.71	93.9853	6152.54
1393.06	93.641	5856.91
1393.4	93.2967	6322.98
1393.75	92.9524	6456.52
1394.09	92.6081	6232.19
1394.44	92.2637	6281.86
1394.78	91.9194	6367.9
1395.12	91.5751	6580.24
1395.47	91.2308	6606.17
1395.81	90.8864	6638.61
1396.16	90.5421	6596.72
1396.5	90.1978	6465.26
1396.85	89.8535	6917.85
1397.19	89.5092	6955.12
1397.54	89.1648	6886.18
1397.88	88.8205	7362.98
1398.22	88.4762	7106.75
1398.57	88.1319	6990.13
1398.91	87.7875	7042.16
1399.26	87.4432	6864.85
1399.6	87.0989	7123.86
1399.95	86.7546	7577.79
1400.29	86.4103	7341.39
1400.63	86.0659	7310.86
1400.98	85.7216	7307.01
1401.32	85.3773	7711.51
1401.67	85.033	7889.58
1402.01	84.6886	8043.07
1402.36	84.3443	8120.44
1402.7	84	8436.75
1403.04	83.6557	8359.65
1403.39	83.3114	8911.82
1403.73	82.967	9135.22
1404.08	82.6227	9122.01
1404.42	82.2784	9803.95
1404.77	81.9341	9819.61
1405.11	81.5897	9699.86
1405.45	81.2454	9728.64
1405.8	80.9011	9909.34
1406.14	80.5568	9551.51
1406.49	80.2125	10069.3
1406.83	79.8681	8747.27
1407.18	79.5238	8640.02
1407.52	79.1795	8130.94
1407.86	78.8352	8279.94
1408.21	78.4908	7933.09
1408.55	78.1465	7519.19
1408.9	77.8022	7053.92
1409.24	77.4579	6694.91
1409.59	77.1136	6816.49
1409.93	76.7692	6740.79
1410.28	76.4249	6644.92
1410.62	76.0806	6333.21
1410.96	75.7363	6459.79
1411.31	75.3919	6449.4
1411.65	75.0476	6621.6
1412	74.7033	6065.43
1412.34	74.359	6175.28
1412.69	74.0147	6202.59
1413.03	73.6703	6186.51
1413.37	73.326	6253.97
1413.72	72.9817	6446.85
1414.06	72.6374	6520.98
1414.41	72.293	6026.54
1414.75	71.9487	6254.02
1415.1	71.6044	6075.1
1415.44	71.2601	5895
1415.78	70.9158	5949.41
1416.13	70.5714	6046.25
1416.47	70.2271	6264.06
1416.82	69.8828	6045.22
1417.16	69.5385	5826.74
1417.51	69.1941	5595.5
1417.85	68.8498	5914.04
1418.19	68.5055	6377.57
1418.54	68.1612	5960.52
1418.88	67.8168	5907.68
1419.23	67.4725	5785.06
1419.57	67.1282	5909.38
1419.92	66.7839	6060.34
1420.26	66.4396	6210.36
1420.6	66.0952	5759.29
1420.95	65.7509	5995.55
1421.29	65.4066	6018.35
1421.64	65.0623	6082.89
1421.98	64.7179	6076.75
1422.33	64.3736	5978.84
1422.67	64.0293	6386.21
1423.02	63.685	6467.71
1423.36	63.3407	7005.09
1423.7	62.9963	6386.16
1424.05	62.652	6683.63
1424.39	62.3077	6310.93
1424.74	61.9634	6559.27
1425.08	61.619	6558.12
1425.43	61.2747	7099.86
1425.77	60.9304	7373.76
1426.11	60.5861	7135.12
1426.46	60.2418	6955.72
1426.8	59.8974	7185.84
1427.15	59.5531	7515.67
1427.49	59.2088	7627.94
1427.84	58.8645	7274.22
1428.18	58.5201	7507.07
1428.52	58.1758	7504.68
1428.87	57.8315	7717.15
1429.21	57.4872	7930.99
1429.56	57.1429	8035.34
1429.9	56.7985	7925.81
1430.25	56.4542	7937.97
1430.59	56.1099	8236.99
1430.93	55.7656	8132.66
1431.28	55.4212	8235.43
1431.62	55.0769	8395.93
1431.97	54.7326	8507.43
1432.31	54.3883	8722.29
1432.66	54.044	8593.58
1433	53.6996	8715.42
1433.34	53.3553	8982.33
1433.69	53.011	9177.42
1434.03	52.6667	9572.58
1434.38	52.3223	10263.9
1434.72	51.978	10531.3
1435.07	51.6337	10840.4
1435.41	51.2894	11211.8
1435.75	50.9451	12102.7
1436.1	50.6007	12206.2
1436.44	50.2564	12835.2
1436.79	49.9121	13418.1
1437.13	49.5678	13426.6
1437.48	49.2234	13816.9
1437.82	48.8791	13913.2
1438.17	48.5348	14254.1
1438.51	48.1905	15458.1
1438.85	47.8462	15611.1
1439.2	47.5018	16859.8
1439.54	47.1575	17098.5
1439.89	46.8132	16441.3
1440.23	46.4689	15927
1440.58	46.1245	13983.2
1440.92	45.7802	13160.4
1441.26	45.4359	11406.4
1441.61	45.0916	9741.93
1441.95	44.7473	8566.05
1442.3	44.4029	7148.55
1442.64	44.0586	6661.18
1442.99	43.7143	5755.56
1443.33	43.37	5509.2
1443.67	43.0256	5040.1
1444.02	42.6813	4753.81
1444.36	42.337	4224.76
1444.71	41.9927	3972.03
1445.05	41.6484	3952.45
1445.4	41.304	3584.2
1445.74	40.9597	2999.07
1446.08	40.6154	3203.98
1446.43	40.2711	3270.74
1446.77	39.9267	3260.32
1447.12	39.5824	3030.28
1447.46	39.2381	2899.62
1447.81	38.8938	2816.55
1448.15	38.5495	2958.11
1448.49	38.2051	2941.09
1448.84	37.8608	2890.7
1449.18	37.5165	2984.41
1449.53	37.1722	3129.84
1449.87	36.8278	2771.84
1450.22	36.4835	2902.89
1450.56	36.1392	2743.24
1450.91	35.7949	2651.29
1451.25	35.4505	2626.86
1451.59	35.1062	2652.29
1451.94	34.7619	2680.96
1452.28	34.4176	2491.08
1452.63	34.0733	2848.6
1452.97	33.7289	2753.17
1453.32	33.3846	2852.76
1453.66	33.0403	2580.63
1454	32.696	2539.36
1454.35	32.3516	2509.5
1454.69	32.0073	2537.4
1455.04	31.663	2484.62
1455.38	31.3187	2501.86
1455.73	30.9744	2260.53
1456.07	30.63	2223.31
1456.41	30.2857	2446.68
1456.76	29.9414	2542.83
1457.1	29.5971	2412.59
1457.45	29.2527	2407.16
1457.79	28.9084	2352.68
1458.14	28.5641	2093.85
1458.48	28.2198	2472.64
1458.82	27.8755	2268.86
1459.17	27.5311	2351.07
1459.51	27.1868	2371.52
1459.86	26.8425	2045.8
1460.2	26.4982	2210.53
1460.55	26.1538	2268.09
1460.89	25.8095	2247.05
1461.23	25.4652	2123.73
1461.58	25.1209	2006.14
1461.92	24.7766	1993.59
1462.27	24.4322	1730.41
1462.61	24.0879	1836.26
1462.96	23.7436	1878.56
1463.3	23.3993	1849.17
1463.65	23.0549	1970.84
1463.99	22.7106	1806.66
1464.33	22.3663	1783.39
1464.68	22.022	1848.08
1465.02	21.6777	1947.72
1465.37	21.3333	1924.88
1465.71	20.989	1970.54
1466.06	20.6447	1967.22
1466.4	20.3004	1988.76
1466.74	19.956	1977.07
1467.09	19.6117	1935.27
1467.43	19.2674	1892.48
1467.78	18.9231	1946.01
1468.12	18.5788	2035.64
1468.47	18.2344	1980.21
1468.81	17.8901	2182.51
1469.15	17.5458	2000.35
1469.5	17.2015	1975.59
1469.84	16.8571	1973.83
1470.19	16.5128	2079.26
1470.53	16.1685	2287.37
1470.88	15.8242	2182.7
1471.22	15.4799	2295.14
1471.56	15.1355	2296.87
1471.91	14.7912	2298.36
1472.25	14.4469	2538.68
1472.6	14.1026	2393.42
1472.94	13.7582	2782.53
1473.29	13.4139	2736.93
1473.63	13.0696	2693.12
1473.97	12.7253	2710.58
1474.32	12.381	2910.29
1474.66	12.0366	2933.33
1475.01	11.6923	3100.81
1475.35	11.348	3222.79
1475.7	11.0037	3450
1476.04	10.6593	3145.71
1476.38	10.315	3420.29
1476.73	9.9707	3080.09
1477.07	9.62637	3369.97
1477.42	9.28205	3731.76
1477.76	8.93773	3346.64
1478.11	8.59341	3394.34
1478.45	8.24908	3585.76
1478.8	7.90476	3613.3
1479.14	7.56044	3834.08
1479.48	7.21612	4065.53
1479.83	6.87179	3979.32
1480.17	6.52747	4520.27
1480.52	6.18315	5412.09
1480.86	5.83883	6057.31
1481.21	5.49451	7424.58
1481.55	5.15018	8426.81
1481.89	4.80586	9461.14
1482.24	4.46154	9801.43
1482.58	4.11722	10163.3
1482.93	3.77289	10704.7
1483.27	3.42857	12026.4
1483.62	3.08425	12961
